Date,Country,State,Disease,Symptoms,Cases,Severity_Score,Risk_Level,Hospital_Visits
2025-05-31,Canada,Ontario,Migraine,"headache, nausea, vomiting",415,19,High,185
2025-09-30,Canada,Alberta,Typhoid,"fever, weakness, abdominal pain, loss of appetite",139,4,Low,6
2026-01-29,USA,Florida,Typhoid,"loss of appetite, fever",332,10,Moderate,169
2025-10-01,Canada,Quebec,Migraine,"headache, vomiting, sensitivity to light",318,19,High,317
2025-11-07,Canada,Quebec,Flu,"body pain, cough",295,17,High,251
2025-09-22,India,Maharashtra,Flu,"body pain, runny nose, fever",134,6,Low,91
2025-08-16,USA,Texas,Typhoid,"weakness, abdominal pain",480,4,Low,292
2026-04-14,Germany,Hamburg,Respiratory Infection,"breathing issue, sore throat, cough, fever",275,5,Low,65
2025-07-17,India,Gujarat,Migraine,"headache, sensitivity to light",472,19,High,43
2025-06-25,USA,Texas,Malaria,"sweating, fatigue",364,18,High,13
2025-06-30,India,Tamil Nadu,Typhoid,"loss of appetite, fever, abdominal pain",113,6,Low,60
2025-11-20,India,Delhi,Typhoid,"fever, loss of appetite, abdominal pain",438,6,Low,174
2025-11-30,India,Karnataka,Dengue,"headache, skin rash, joint pain, high fever",497,20,High,301
2026-03-30,Canada,Ontario,COVID-19,"breathing difficulty, cough",276,16,High,64
2025-05-31,USA,New York,Skin Infection,"skin rash, redness, swelling, itching",397,12,Moderate,184
2026-04-29,Canada,Quebec,Diabetes,"frequent urination, weight loss",362,14,Moderate,267
2025-10-18,USA,Florida,Typhoid,"loss of appetite, fever, abdominal pain",468,15,High,65
2025-05-26,India,Rajasthan,Dengue,"high fever, joint pain, headache",88,7,Low,39
2026-04-04,USA,Ohio,Malaria,"fever, fatigue, chills",258,19,High,70
2025-07-11,USA,Ohio,Flu,"runny nose, fever",483,20,High,205
2026-04-08,Germany,Bavaria,Asthma,"wheezing, chest tightness",220,8,Moderate,13
2026-05-08,USA,Ohio,Malaria,"fever, sweating, chills, fatigue",220,15,High,47
2026-02-02,Canada,Ontario,Diabetes,"fatigue, weight loss, frequent urination",286,17,High,256
2025-10-12,Germany,Bavaria,Skin Infection,"skin rash, itching",256,12,Moderate,194
2026-02-17,USA,Texas,Dengue,"high fever, headache",495,14,Moderate,2
2025-09-26,Germany,Bavaria,Malaria,"sweating, fever, fatigue",48,4,Low,45
2025-08-02,USA,New York,Malaria,"chills, fever, sweating",249,15,High,1
2025-08-08,USA,Ohio,Typhoid,"abdominal pain, loss of appetite",181,12,Moderate,133
2025-08-10,Canada,Ontario,Flu,"runny nose, fever, cough, body pain",372,17,High,40
2026-05-16,Germany,Bavaria,Migraine,"nausea, headache, vomiting, sensitivity to light",38,18,High,11
2026-02-16,Canada,Ontario,Typhoid,"fever, loss of appetite",146,13,Moderate,1
2025-10-21,India,Karnataka,Typhoid,"weakness, loss of appetite, abdominal pain, fever",368,19,High,191
2025-12-04,Canada,Quebec,Skin Infection,"itching, redness, skin rash, swelling",496,5,Low,232
2026-03-18,USA,Florida,Dengue,"headache, joint pain, skin rash, high fever",497,13,Moderate,360
2026-04-20,Germany,Hamburg,Dengue,"headache, high fever",416,14,Moderate,219
2025-09-22,USA,New York,Skin Infection,"swelling, itching",486,11,Moderate,42
2026-04-03,Germany,Hamburg,COVID-19,"cough, breathing difficulty, fever, loss of smell",367,17,High,142
2025-06-10,India,Rajasthan,COVID-19,"loss of smell, breathing difficulty",314,8,Moderate,266
2025-07-24,India,Gujarat,COVID-19,"fever, cough",276,4,Low,184
2025-12-03,Germany,Bavaria,Respiratory Infection,"cough, fever, sore throat, breathing issue",123,14,Moderate,23
2025-06-28,Canada,Alberta,Asthma,"breathing difficulty, cough, wheezing, chest tightness",99,16,High,51
2025-08-07,USA,Florida,Migraine,"sensitivity to light, nausea, vomiting, headache",105,20,High,86
2026-05-03,Canada,Ontario,Diabetes,"weight loss, fatigue, frequent urination",294,9,Moderate,200
2025-09-07,USA,New York,Skin Infection,"redness, skin rash, swelling, itching",412,5,Low,123
2026-05-16,Canada,Alberta,Migraine,"sensitivity to light, headache, nausea, vomiting",471,6,Low,159
2026-04-01,Canada,Alberta,Skin Infection,"itching, skin rash, redness, swelling",483,5,Low,212
2025-10-30,Canada,Ontario,Flu,"fever, runny nose",69,15,High,66
2025-07-31,USA,Florida,Typhoid,"loss of appetite, fever, weakness",427,20,High,140
2025-07-21,Germany,Hamburg,COVID-19,"breathing difficulty, loss of smell, fever, cough",286,14,Moderate,88
2026-02-12,Canada,Alberta,Asthma,"chest tightness, breathing difficulty",25,5,Low,15
2026-02-19,USA,Ohio,Skin Infection,"swelling, itching",380,8,Moderate,72
2025-06-21,India,Maharashtra,Typhoid,"loss of appetite, fever, weakness",455,3,Low,224
2025-11-24,Germany,Hesse,Diabetes,"frequent urination, fatigue, weight loss",407,7,Low,68
2025-12-18,Germany,Hamburg,Skin Infection,"itching, swelling, skin rash, redness",432,14,Moderate,102
2026-03-18,Canada,Quebec,Respiratory Infection,"cough, sore throat, breathing issue, fever",103,20,High,17
2025-12-29,Germany,Bavaria,COVID-19,"fever, loss of smell, breathing difficulty, cough",497,14,Moderate,414
2025-11-06,Germany,Berlin,Flu,"runny nose, fever",413,16,High,9
2026-04-27,USA,New York,Skin Infection,"itching, redness, skin rash",83,7,Low,41
2025-12-30,USA,Ohio,Typhoid,"abdominal pain, loss of appetite, fever, weakness",385,10,Moderate,144
2025-08-11,USA,Ohio,Diabetes,"increased thirst, fatigue, weight loss, frequent urination",87,3,Low,13
2026-04-02,Canada,Quebec,Migraine,"headache, sensitivity to light, nausea",160,10,Moderate,14
2025-09-22,USA,California,Diabetes,"frequent urination, weight loss, fatigue, increased thirst",312,14,Moderate,204
2026-04-09,USA,New York,Dengue,"high fever, headache",238,10,Moderate,47
2025-06-29,India,Tamil Nadu,Migraine,"vomiting, nausea, headache, sensitivity to light",436,15,High,122
2025-11-17,USA,Florida,Migraine,"sensitivity to light, vomiting, nausea, headache",115,4,Low,105
2026-04-16,USA,Texas,Skin Infection,"itching, redness",122,15,High,79
2025-10-08,Canada,Ontario,Skin Infection,"skin rash, swelling, itching",124,4,Low,122
2025-06-15,Canada,Quebec,Dengue,"high fever, joint pain, skin rash, headache",473,15,High,189
2025-08-16,Canada,Quebec,Diabetes,"increased thirst, fatigue",224,18,High,139
2026-02-06,India,Rajasthan,Dengue,"high fever, skin rash, headache",204,16,High,158
2025-07-23,India,Gujarat,Migraine,"nausea, vomiting, headache",465,4,Low,129
2025-10-21,Germany,Berlin,Diabetes,"weight loss, increased thirst, frequent urination",30,16,High,26
2025-07-17,Germany,Bavaria,Flu,"fever, body pain, runny nose, cough",103,18,High,36
2025-11-10,Canada,Ontario,Malaria,"fever, sweating, fatigue",194,20,High,117
2026-01-09,Canada,Alberta,COVID-19,"breathing difficulty, loss of smell, fever",276,15,High,88
2026-01-21,USA,Texas,Diabetes,"fatigue, frequent urination",384,6,Low,190
2025-06-12,USA,New York,Diabetes,"increased thirst, weight loss",351,16,High,23
2025-11-01,Canada,Ontario,COVID-19,"cough, breathing difficulty, fever, loss of smell",116,6,Low,112
2025-10-16,Germany,Hamburg,Migraine,"vomiting, headache, nausea",400,15,High,356
2025-10-11,Germany,Hamburg,Respiratory Infection,"fever, breathing issue, sore throat, cough",117,4,Low,54
2025-08-05,India,Karnataka,Flu,"runny nose, cough",464,18,High,150
2025-07-12,USA,Florida,Dengue,"skin rash, joint pain, headache",424,10,Moderate,327
2025-10-24,India,Punjab,COVID-19,"loss of smell, fever, cough",94,11,Moderate,24
2025-12-24,Canada,Ontario,Diabetes,"weight loss, increased thirst, frequent urination",496,10,Moderate,136
2026-01-31,Canada,Alberta,Skin Infection,"skin rash, redness, itching",240,17,High,147
2026-03-22,Germany,Berlin,Respiratory Infection,"fever, breathing issue, sore throat, cough",289,6,Low,118
2025-08-27,India,Tamil Nadu,Asthma,"cough, wheezing, breathing difficulty",359,12,Moderate,62
2026-05-15,India,Rajasthan,Respiratory Infection,"sore throat, cough, fever, breathing issue",120,3,Low,100
2026-01-14,USA,California,Skin Infection,"itching, redness",225,3,Low,97
2026-05-18,USA,Ohio,Flu,"fever, cough, runny nose, body pain",106,15,High,105
2025-10-22,Canada,Ontario,Flu,"body pain, cough, fever, runny nose",134,11,Moderate,58
2026-01-04,USA,Ohio,COVID-19,"loss of smell, fever, breathing difficulty",409,20,High,172
2025-11-12,India,Rajasthan,Dengue,"high fever, joint pain, skin rash, headache",66,4,Low,6
2025-12-14,India,Karnataka,Diabetes,"frequent urination, increased thirst, fatigue",200,18,High,59
2025-08-29,Germany,Berlin,Dengue,"skin rash, joint pain",303,19,High,103
2025-08-25,Canada,Ontario,Asthma,"chest tightness, cough",445,20,High,183
2026-03-23,Canada,Alberta,Dengue,"headache, joint pain",172,4,Low,39
2026-02-09,India,Rajasthan,Diabetes,"weight loss, increased thirst",24,5,Low,5
2025-11-12,Germany,Hesse,COVID-19,"loss of smell, breathing difficulty",175,16,High,104
2026-05-01,USA,Florida,Asthma,"cough, breathing difficulty, wheezing, chest tightness",469,15,High,168
2025-10-02,Canada,Ontario,Migraine,"vomiting, headache, nausea",162,14,Moderate,157
2026-03-07,Canada,Quebec,Skin Infection,"redness, skin rash",304,9,Moderate,88
2025-10-26,Germany,Hamburg,Migraine,"sensitivity to light, nausea",105,13,Moderate,59
2025-07-14,Germany,Berlin,Diabetes,"increased thirst, weight loss",469,8,Moderate,139
2025-09-17,Germany,Hesse,Typhoid,"loss of appetite, weakness, abdominal pain, fever",392,3,Low,112
2025-07-15,Germany,Berlin,Diabetes,"frequent urination, fatigue",150,13,Moderate,145
2025-08-21,Canada,Alberta,Flu,"body pain, cough, fever, runny nose",159,3,Low,31
2025-10-17,Canada,Ontario,Malaria,"fatigue, chills",217,10,Moderate,160
2025-06-14,Canada,Ontario,Migraine,"vomiting, nausea",297,20,High,3
2025-11-04,Germany,Hamburg,Diabetes,"increased thirst, weight loss, frequent urination",324,19,High,297
2026-02-16,India,Rajasthan,Flu,"body pain, cough, runny nose",463,9,Moderate,224
2025-10-20,Germany,Hesse,Skin Infection,"skin rash, redness, itching",262,13,Moderate,200
2025-10-04,USA,New York,COVID-19,"cough, fever",141,19,High,20
2026-01-13,Canada,Alberta,Skin Infection,"itching, swelling, redness",43,12,Moderate,14
2026-04-13,USA,New York,Dengue,"headache, joint pain",175,9,Moderate,38
2026-04-28,Canada,Quebec,Asthma,"breathing difficulty, cough, wheezing",365,19,High,151
2026-02-15,Canada,Quebec,Skin Infection,"swelling, redness",122,19,High,66
2025-08-29,India,Gujarat,Asthma,"breathing difficulty, cough",188,3,Low,69
2026-05-03,USA,Texas,COVID-19,"cough, fever, breathing difficulty",440,20,High,178
2026-02-04,India,Delhi,COVID-19,"loss of smell, breathing difficulty, cough",449,7,Low,99
2025-08-22,India,Uttar Pradesh,Respiratory Infection,"fever, breathing issue, sore throat",309,12,Moderate,213
2026-04-16,Canada,Quebec,Migraine,"vomiting, nausea, headache, sensitivity to light",163,18,High,153
2026-04-04,India,Maharashtra,Respiratory Infection,"breathing issue, fever",363,16,High,100
2026-03-23,Canada,Alberta,Diabetes,"weight loss, frequent urination",123,16,High,2
2026-04-10,USA,Ohio,Diabetes,"frequent urination, fatigue",493,4,Low,321
2026-05-22,Germany,Hesse,Malaria,"sweating, fever, fatigue",41,11,Moderate,27
2025-11-11,Canada,Ontario,Diabetes,"fatigue, increased thirst",234,16,High,206
2025-09-25,India,Rajasthan,COVID-19,"cough, breathing difficulty, loss of smell",241,6,Low,144
2026-04-13,Germany,Hesse,Diabetes,"increased thirst, weight loss",495,7,Low,356
2025-11-01,Canada,Quebec,Malaria,"sweating, fatigue, fever",306,5,Low,25
2026-02-25,Canada,Alberta,Diabetes,"increased thirst, fatigue, weight loss, frequent urination",142,9,Moderate,62
2026-02-15,Germany,Hesse,Flu,"runny nose, cough, body pain, fever",286,19,High,23
2025-09-13,USA,New York,COVID-19,"fever, cough, loss of smell",301,3,Low,96
2026-03-11,India,Karnataka,COVID-19,"loss of smell, breathing difficulty, fever",20,4,Low,16
2026-05-16,India,Uttar Pradesh,Dengue,"skin rash, joint pain, high fever, headache",453,14,Moderate,142
2025-10-25,Germany,Hesse,Flu,"runny nose, fever, body pain, cough",32,5,Low,18
2025-11-16,USA,New York,Flu,"runny nose, cough, body pain, fever",330,11,Moderate,217
2025-07-05,USA,Ohio,Migraine,"sensitivity to light, headache, nausea, vomiting",164,13,Moderate,23
2026-01-17,Canada,Ontario,Flu,"runny nose, body pain, fever",179,5,Low,141
2025-12-10,USA,California,Migraine,"headache, sensitivity to light",220,15,High,177
2025-11-27,USA,Florida,COVID-19,"cough, fever, breathing difficulty, loss of smell",121,12,Moderate,18
2026-02-18,Germany,Hesse,COVID-19,"breathing difficulty, cough, loss of smell, fever",408,5,Low,291
2026-01-16,India,Rajasthan,Dengue,"joint pain, high fever, headache",409,16,High,77
2025-10-16,India,Gujarat,Respiratory Infection,"fever, breathing issue",196,10,Moderate,74
2025-12-11,USA,Ohio,Skin Infection,"swelling, itching, redness",17,16,High,15
2025-10-27,USA,Florida,Respiratory Infection,"breathing issue, fever, cough, sore throat",401,20,High,158
2025-06-26,India,Delhi,Flu,"runny nose, cough",216,7,Low,11
2026-03-07,India,Delhi,COVID-19,"fever, loss of smell",495,3,Low,388
2026-04-05,Canada,Quebec,Dengue,"skin rash, headache, high fever",75,19,High,74
2026-01-26,Canada,Quebec,Asthma,"breathing difficulty, wheezing, cough",226,10,Moderate,129
2025-11-12,Canada,Quebec,COVID-19,"loss of smell, fever, cough",265,20,High,251
2025-12-15,USA,Texas,Diabetes,"increased thirst, frequent urination",184,13,Moderate,29
2026-02-14,USA,Ohio,COVID-19,"fever, cough",168,5,Low,49
2025-10-15,USA,Ohio,Flu,"cough, runny nose",23,19,High,8
2026-01-24,USA,California,COVID-19,"loss of smell, breathing difficulty",270,13,Moderate,136
2025-06-25,Canada,Quebec,Skin Infection,"skin rash, itching, redness",456,6,Low,145
2026-03-11,India,Rajasthan,Flu,"body pain, cough, runny nose",73,20,High,14
2026-01-18,USA,Texas,Migraine,"vomiting, headache, nausea",285,11,Moderate,8
2025-11-02,India,Delhi,Respiratory Infection,"cough, fever, breathing issue",170,3,Low,4
2025-06-13,USA,Florida,Flu,"cough, body pain",37,11,Moderate,24
2026-04-20,Germany,Hesse,Diabetes,"weight loss, frequent urination, fatigue, increased thirst",218,16,High,72
2026-04-17,Germany,Berlin,Flu,"fever, body pain, runny nose",252,20,High,82
2026-02-20,Canada,Ontario,Migraine,"vomiting, sensitivity to light",364,8,Moderate,194
2025-11-06,USA,Ohio,Migraine,"nausea, sensitivity to light, headache",200,6,Low,105
2025-07-24,USA,Texas,Flu,"cough, runny nose, fever",488,13,Moderate,180
2025-12-21,Canada,Ontario,Asthma,"breathing difficulty, cough, wheezing",82,6,Low,23
2025-09-22,Canada,Ontario,Respiratory Infection,"breathing issue, fever",285,12,Moderate,125
2025-06-13,USA,Florida,Skin Infection,"itching, redness, skin rash, swelling",55,9,Moderate,43
2025-06-22,USA,New York,Typhoid,"loss of appetite, fever",439,10,Moderate,21
2025-10-12,USA,California,Malaria,"fever, chills, fatigue",494,9,Moderate,3
2025-07-31,India,Punjab,COVID-19,"fever, loss of smell, breathing difficulty, cough",435,5,Low,81
2025-12-23,Germany,Hamburg,Migraine,"vomiting, headache",182,12,Moderate,31
2025-09-29,Canada,Ontario,Skin Infection,"swelling, skin rash, itching, redness",233,10,Moderate,140
2025-05-31,Canada,Alberta,Skin Infection,"skin rash, swelling",176,4,Low,175
2025-08-06,Canada,Quebec,Diabetes,"weight loss, frequent urination, increased thirst, fatigue",472,11,Moderate,139
2025-07-21,Germany,Hamburg,Asthma,"chest tightness, cough, breathing difficulty",411,16,High,231
2025-09-04,Germany,Hesse,Respiratory Infection,"fever, cough, breathing issue",321,16,High,135
2025-07-04,Canada,Ontario,COVID-19,"cough, loss of smell, fever, breathing difficulty",180,7,Low,4
2025-09-11,India,Maharashtra,Dengue,"high fever, headache, skin rash, joint pain",293,8,Moderate,235
2025-09-27,USA,Florida,Skin Infection,"itching, swelling",387,16,High,170
2025-06-11,India,Maharashtra,Diabetes,"fatigue, weight loss, frequent urination, increased thirst",279,15,High,171
2025-08-15,Germany,Hesse,Skin Infection,"itching, redness, swelling, skin rash",277,16,High,128
2025-12-18,India,Uttar Pradesh,Dengue,"headache, high fever, joint pain",145,8,Moderate,47
2025-09-24,Canada,Quebec,Malaria,"fatigue, chills, fever",25,8,Moderate,2
2026-02-16,Canada,Alberta,Asthma,"breathing difficulty, cough, wheezing, chest tightness",31,19,High,1
2025-07-15,USA,Texas,Respiratory Infection,"fever, breathing issue, sore throat, cough",220,9,Moderate,155
2025-12-06,Germany,Hesse,Diabetes,"weight loss, fatigue, increased thirst, frequent urination",207,11,Moderate,79
2025-11-12,Germany,Hesse,Skin Infection,"itching, skin rash, swelling, redness",38,3,Low,36
2026-03-09,India,Tamil Nadu,Respiratory Infection,"sore throat, breathing issue",312,3,Low,87
2025-12-03,India,Gujarat,Respiratory Infection,"cough, sore throat, breathing issue",202,4,Low,193
2025-07-30,Canada,Alberta,Asthma,"chest tightness, wheezing",391,13,Moderate,41
2025-09-23,USA,Ohio,Malaria,"sweating, chills, fever",463,12,Moderate,273
2025-11-06,Germany,Bavaria,Typhoid,"fever, weakness",493,8,Moderate,269
2026-03-07,Canada,Quebec,COVID-19,"loss of smell, breathing difficulty, cough",152,7,Low,53
2026-01-14,Germany,Berlin,Migraine,"vomiting, headache, sensitivity to light, nausea",343,20,High,134
2025-07-14,USA,California,Diabetes,"increased thirst, fatigue, frequent urination",123,4,Low,32
2025-08-24,USA,Texas,Flu,"body pain, runny nose, cough, fever",131,8,Moderate,77
2025-12-12,Canada,Quebec,Malaria,"sweating, chills",57,12,Moderate,31
2026-04-05,Canada,Alberta,Skin Infection,"swelling, itching, redness, skin rash",464,17,High,30
2026-02-19,Germany,Hesse,Dengue,"high fever, headache, skin rash",109,18,High,38
2025-08-12,USA,Florida,Dengue,"joint pain, headache, high fever, skin rash",373,16,High,252
2025-07-14,India,Gujarat,COVID-19,"loss of smell, fever, cough, breathing difficulty",46,6,Low,45
2025-07-19,Canada,Ontario,Respiratory Infection,"fever, breathing issue, sore throat",77,17,High,30
2026-03-23,USA,Florida,COVID-19,"loss of smell, cough, fever",359,16,High,232
2025-06-25,Canada,Alberta,Skin Infection,"itching, swelling, skin rash",498,3,Low,238
2025-08-31,Germany,Hesse,Dengue,"joint pain, high fever",38,18,High,37
2025-12-09,USA,California,Migraine,"sensitivity to light, headache, nausea, vomiting",158,10,Moderate,4
2026-05-16,India,Rajasthan,Typhoid,"weakness, loss of appetite",134,20,High,15
2026-01-21,Canada,Quebec,Dengue,"high fever, headache, joint pain",302,15,High,58
2025-07-02,Canada,Quebec,Asthma,"chest tightness, wheezing",23,5,Low,6
